sentence,txtCheat,cheat,cheating,betray,betrayal,lie,lying,affair,unfaithful,infidelity,deception,dishonesty,adultery,trust,secrets,manipulation,hidden,suspicion,guilt
"A sexy romantic story about Josh Adams and his self-discovery in the city of Taxco, Mexico, as well as an intimate depiction of two men from different parts of the world that unexpectedly are drawn to one another. When Josh meets musician Leo, his life changes in this erotic, humane drama.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Though she loves one man, an ambitious Palm Beach girl marries another, whom she thinks is rich. He turns out to be a fraud who thought she was an heiress. She returns to a successful hat shop she maintains catering to socialites. Her true love turns out to be in fact, a rich man who let her think he was not to test her.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Based on a blockbuster song by Kaguyahime, a folk group. Makoto, a college student who belongs to a puppet theatre club, meets Michiko, who works at a printing factory, and they come to learn the bitterness and sadness of love. The two live humbly by the River Kanda, but are viewed coldly by people around them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"School friends Lee Wan and Shin Gi Tae are inseparable school friends who spend every single moment of free time they have together. But Lee Wan has a secret: He has a crush on his best friend and wants their relationship to turn romantic. When he tells Shin Gi Tae how he feels, Gi Tae recoils and Lee Wan runs away to a new life.  Seven years later, Lee Wan who is now an illustrator is called to an interview at a gaming firm that is developing a dating-themed game where he he comes face-to-face with Shin Gi Tae, who is a team leader at the same firm. Now these two former friends must work together, despite the events of seven years ago. But will spending so much time in one another’s company again result in friction – or could it reignite old passions?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ann, a cute video store clerk, calls a suicide hotline when her boyfriend breaks up with her. She speaks with Don, who volunteers there when he's not selling real estate for his dad.  By chance, he finds out who Ann is.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caught among toxic masculinity, a sequin dress and a teenage crush, a teen skater, growing up in rural Texas, will have sex for the first time in the back of their dad’s truck.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In a future where we have lost the ability to dream, people have turned to Fantasites, a parasite that induces the user's wildest fantasies. When socially awkward Charles starts using the miracle product he finally meets the girl of his ""dreams."" However, Fantasites come with some disturbing side effects that leave his chances with her squirming away.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yeong-gil is in graduate class and is stressed about getting a job. To make things worse, he's not had any experience with women yet, so he's always searching for something in his dreams but wakes up to nothing. Then one day, there is a change in his life, he puts his hand in The Box of Pandora and gets a job although it wasn't a regular position. He sleeps with his female superior during the interview even though it's not how he imagined it. Then one day, he visits Joo-yeon's home and meets her beautiful mother. Can he keep himself from being seduced by this woman?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caught in the evil schemes of a politician, David decides that loyalty to an evil boss is not the way to go. His decision to break away leads him to Panyang, another victim of Cong. Leon Manalo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two boys from rival colleges, one rich and the other poor, become good friends after an incident. A new girl in college makes both their hearts melt but neither realises that they love the same girl.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An anonymous woman meets an anonymous man which at first feels like a love at first sight trope.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A bitter ad executive, who has reached his breaking point, finds himself in a mental institution, where his career actually begins to thrive with the help of the hospital's patients.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nathan is really into dating Yua Niijima, who is a Magical girl anime character body pillow, regardless of what his family thinks. Things seem to go well until Nathan starts to date a real girl named Luna, a horror game enthusiast. The body pillow becomes jealous of Luna and comes to life to make sure no one steals her man away from her.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kotori Haneda is a university student interning at a publishing house. While doing her internship, she is partnered with another intern named Eba Shimazaki; the two start a relationship, but her happiness is not to last.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duncan is just an ordinary high school student. Hallie dreams of an ordinary life, but is actually the daughter of the president of the United States, living with a high profile and a rigid schedule. The unlikely pair happen to meet at the local mall, and Duncan nervously asks Hallie out, unaware of her family situation. When their eventual date is ruined by the intrusive Secret Service, the young lovebirds cut loose for a night of mischief.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With his one-eyed eye, his imposing build and his almost sixty years of age, Raphael knows that he scares people. He lives with his mother in a pavilion located on the vast estate of the manor of which he is the guardian. Since the owners died, he leads a quiet existence. Everything changes the night when the heiress, Garance, returns to the family home.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A school truant officer uncovers a young boy's attempt to fake his residential address and subsequently befriends the kid and his mother.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seon-woo and Eun-gyeol, two old friends who grew up together since their snoring days, live together with their wives even after marriage. As time goes by, the two begin to lose interest in their relationships with their wives, Ga-hee and Jeong-eun, and decide to try swapping. After swapping, Seon-woo and Eun-gyeol's friendship begins to crack, and they start to covet each other's wives at will. In the end, Ga-hee and Jeong-eun leave their husbands.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A young worker takes a job at a local state run winery only to discover and become disillusioned by the corruption of the Soviet State.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Under the starlight, a boy and a girl are running. A thunderstorm breaks out, trees are shattered, and a rain of silver needles turned into hair floats through the air.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cecília is a young stage actress and playwright who dates Lourenço, a young rock band guitarist who dreams of making films. But the arrival of the COVID-19 pandemic will unearth Cecília's past demons, putting at risk her relationship with Lourenço.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A husband named Cha Dae-seong turns into a vegetable after an accident. Yoo Soo-yeon, his wife, takes care of him with all her heart. One day, she meets Baek Goon while hiking on her own. As time passes, Soo-yeon starts leaning towards him... Baek Goon and Soo-yeon have an affair and she even boldly has sex in the room her stationary husband is lying in. The husband cries in his heart as he can't do anything about it. Baek Goon's sex partner, Hee-jin suspects something is going on and follows him to find out everything. Then she starts taking care of Soo-yeon's husband. Dae-seong starts getting better and slowly starts to stir... However, he still pretends to be a vegetable and watches his wife and slowly, he starts getting revenge on his wife and Baek Goon.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Are you ready to die for love? It's a question often asked between the lovers.A serial killer is looking for young couples in the 'most romantic city':Paris. And give them a chance to prove this question by a simple game: Rock-Paper-Scissors.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yuzo and his fiancée Masako spend their Sunday afternoon together, trying to have a good time on just thirty-five yen. They manage to have many small adventures, especially because Masako's optimism and belief in dreams is able to lift Yuzo from his realistic despair.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A woman in her thirties gets into a relationship with her rich ex-boyfriend in order to keep her married boss at bay. However, things get messy when the new business partner of her boss is the sister of her ex-boyfriend.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A model student transfers to the notorious Jungmoon High School known for its severe corporal punishment by teachers and power struggles between school gangs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An American babysitter comes to look after a young French teenager in her parents' chalet in the French Alps. Teenage sexual awakening fantasy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An ambitious office worker who lives by a strict set of rules finds his life transformed by a chance reunion with his college crush.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A man who protects the island and his woman, Soo-hee, live on a remote island that is nothing more than an uninhabited island. And Bok-soon, who lost her mind after being abandoned by the man she loved. This is an island where only three people live, even if they die. Then one day, a photographer who seems to be holding something secret comes to the island. However, the man who guards the island misunderstands the visitor and kills him because of it. Bok-soon, who loved the dead photographer, commits suicide upon seeing the photographer's death. A man who has gone mad after killing someone hears a story from Soo-hee, who lives with him, and only later finds out all the secrets...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The painter Pierre Bernier becomes famous thanks to the portrait ""The Naked Woman"" which represents his model, the seductive Lolette. The very evening of his triumph at the Salon des Expositions, he decides to marry her. But, having become rich and famous, he soon falls in love with the Princess of Chaban and abandons the woman to whom he owes his success.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Señor Manuel is an elderly gentleman who falls in love with the charming Luisa, a confidence trickster posing as a rich socialite. In preparation for their upcoming wedding, Señor Manuel takes Luisa back to see his hacienda and introduces his new fiancé to the staff. Among which is Gabriel, Manuel's right-hand man, who is not only well respected by the town’s people, but is also the one person that Señor Manuel trusts the most. Likewise, Gabriel cares deeply for the old man and is very protective of the haciendero; so much so that during the initial meeting, the fiercely devoted Gabriel immediately becomes suspicious that Luisa is a fake and is only after Señor Manuel’s money.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Short documentary that has the theme of love relationships and how they have evolved over the years. The idea is to demonstrate similarities or disparities that may exist between different couples of different ages and periods. Through interviews, several important issues related to romantic relationships were addressed, thus being able to obtain an overview on romantic love with the mixture of all these interviews.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The first Shakespeare feature film adaptation of ""Romeo and Juliet"" with a complete cast of color that stays true to the language and storyline.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eighth movie in the Torakku Yarō series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When a small town woman with southern charm is given a big promotion managing a store in the Big Apple, she tries to adopt a big city personality and it leads to disastrous results.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
